row_index,query_title,query_year,tmdb_id,matched_title,original_title,release_date,budget_usd,revenue_usd,profit_usd,revenue_to_budget_ratio,runtime_min,vote_average,vote_count,popularity,genres,keywords,status,original_language,imdb_id,homepage,found,_error
213,Barfi!,2012.0,127501.0,Barfi!,बर्फी!,2012-09-13,4437508.0,2804874.0,-1632634.0,0.6321,151.0,7.6,335.0,2.2292,"Drama, Romance, Comedy","deaf-mute, autism, love, wedding, handicapped",Released,hi,tt2082197,http://www.utvgroup.com/motion-pictures/coming-soon/barfii.html,True,
214,12 Years a Slave,2013.0,76203.0,12 Years a Slave,12 Years a Slave,2013-10-18,20000000.0,187000000.0,167000000.0,9.35,134.0,7.939,11567.0,7.4656,"Drama, History","slavery, plantation, based on memoir or autobiography, violin player, physical abuse, black slave, usa history, slave owner, 19th century, sold into slavery, abolitionist, landowner, abuse of power, african american history",Released,en,tt2024544,http://www.foxsearchlight.com/12yearsaslave,True,
215,Rush,2013.0,96721.0,Rush,Rush,2013-09-02,38000000.0,90200000.0,52200000.0,2.3737,123.0,7.728,7444.0,12.1077,"Drama, Action","car race, sports, world champion, based on true story, racing, adventurer, formula one (f1), serious, ambivalent",Released,en,tt1979320,,True,
216,Ford v Ferrari,2019.0,359724.0,Ford v Ferrari,Ford v Ferrari,2019-11-13,97600000.0,225508210.0,127908210.0,2.3105,153.0,8.007,8459.0,12.8407,"Drama, Action, History","based on novel or book, car race, sports, car mechanic, biography, based on true story, le mans, racing, race car driver, aggressive, 1960s, exhilarated, powerful",Released,en,tt1950186,https://www.foxmovies.com/movies/ford-v-ferrari,True,
217,Spotlight,2015.0,314365.0,Spotlight,Spotlight,2015-11-06,20000000.0,98690254.0,78690254.0,4.9345,129.0,7.814,8451.0,4.4242,"Drama, History","pedophilia, florida, newspaper, journalist, child abuse, court, judge, boston, massachusetts, journalism, sex scandal, victim, based on true story, cover-up, priest, conspiracy, lawyer, historical fiction, biting, catholic, roman catholic church, lgbt, catholicism, 9/11, child molestation, archdiocese, investigative journalism, cardinal, serious, understated, critical, tense, powerful, tragic",Released,en,tt1895587,http://www.spotlightthefilm.com,True,
218,Song of the Sea,2014.0,110416.0,Song of the Sea,Song of the Sea,2014-06-23,0.0,857522.0,,,94.0,8.005,1488.0,2.3167,"Family, Animation, Fantasy","fairy tale, lighthouse, folk music, lighthouse keeper   , ireland, swimming, dog, seal (animal), irishman, folklore, selkie, irish music, underwater cave, irish folklore, irish",Released,en,tt1865505,http://www.cartoonsaloon.ie/2009/06/feature-films-song-of-the-sea/,True,
219,Kahaani,2012.0,82825.0,Kahaani,कहानी,2012-03-08,1200000.0,16000000.0,14800000.0,13.3333,122.0,7.2,314.0,2.6843,"Mystery, Thriller","investigation, police corruption, india, missing husband, nerve gas",Released,hi,tt1821480,http://kahaanithefilm.com/,True,
220,Zindagi Na Milegi Dobara,2011.0,61202.0,Zindagi Na Milegi Dobara,ज़िन्दगी ना मिलेगी दोबारा,2011-07-15,7700000.0,160000000.0,152300000.0,20.7792,154.0,7.6,370.0,2.8368,"Drama, Comedy, Romance","school friend, friendship, cheating, painter, poet, vacation, travel, scuba diving, misunderstanding, lyricist, childhood friends, road movie, flirting, female domination, scuba diver, father son conflict, sky diving, lyrical",Released,hi,tt1562872,,True,
221,Prisoners,2013.0,146233.0,Prisoners,Prisoners,2013-09-19,46000000.0,122126687.0,76126687.0,2.6549,153.0,8.098,12380.0,20.5064,"Drama, Thriller, Crime","pennsylvania, usa, kidnapping, hostage, detective, maze, symbolism, investigation, georgia, beating, god, revenge, vigilante, rural area, crime scene, brutality, candlelight vigil, mysterious, aggressive, animal cruelty, neo-noir, sex offender, child abduction",Released,en,tt1392214,https://www.alconent.com/film/prisoners,True,
222,Mad Max: Fury Road,2015.0,76341.0,Mad Max: Fury Road,Mad Max: Fury Road,2015-05-13,150000000.0,378858340.0,228858340.0,2.5257,121.0,7.626,23310.0,16.7978,"Action, Adventure, Science Fiction","rescue, future, australia, chase, dystopia, post-apocalyptic future, survival, on the run, on the road, desert, convoy, peak oil, dark future, car, suspenseful, awestruck, commanding",Released,en,tt1392190,https://www.warnerbros.com/movies/mad-max-fury-road,True,
223,A Wednesday,2008.0,19703.0,A Wednesday!,A Wednesday!,2008-09-05,1400000.0,3500000.0,2100000.0,2.5,103.0,6.955,334.0,1.5181,"Drama, Thriller","police, bomb, al qaeda, bomb threat",Released,hi,tt1280558,,True,
224,Gran Torino,2008.0,13223.0,Gran Torino,Gran Torino,2008-12-12,33000000.0,270000000.0,237000000.0,8.1818,116.0,7.991,11069.0,7.7043,Drama,"rape, war veteran, gangster, immigration, old man, priest, gang, detroit, michigan, widower, hmong",Released,en,tt1205489,http://www.thegrantorino.com/,True,
225,Harry Potter and the Deathly Hallows: Part 2,2011.0,12445.0,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,2011-07-12,125000000.0,1341511219.0,1216511219.0,10.7321,130.0,8.1,21236.0,21.0999,"Fantasy, Adventure","witch, dying and death, saving the world, self sacrifice, magic, school of witchcraft, sorcerer, school, battle, ghost, wizard, teenage hero, christmas, based on young adult novel, good versus evil",Released,en,tt1201607,https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-2/,True,
226,Okuribito,2008.0,16804.0,Departures,おくりびと,2008-09-13,0.0,69932387.0,,,130.0,7.8,864.0,1.8436,Drama,"dying and death, funeral, octopus, coffin, cello, musical, based on memoir or autobiography, odd job, yamagata",Released,ja,tt1069238,http://www.departures-themovie.com/,True,
227,Hachi: A Dog's Tale,2009.0,28178.0,Hachi: A Dog's Tale,Hachi: A Dog's Tale,2009-06-08,16000000.0,46800000.0,30800000.0,2.925,93.0,8.011,6892.0,7.3924,"Drama, Family","friendship, loyalty, pet, human animal relationship, family relationships, friends, dog, newspaper reporter, family dog, waiting, pets, dramatic",Released,en,tt1028532,,True,
228,Mary and Max,2009.0,24238.0,Mary and Max,Mary and Max,2009-04-09,8240000.0,1740429.0,-6499571.0,0.2112,92.0,7.874,2103.0,4.4899,"Animation, Comedy, Drama","australia, chocolate, approach, letter, birthmark, only child, bullying, friendship bracelet, pen pals, atheist, loneliness, stop motion, neighbor, phone book, adult animation, unlikely friendship, correspondence, eating disorder, asperger's syndrome",Released,en,tt0978762,http://www.maryandmax.com/,True,
229,How to Train Your Dragon,2010.0,10191.0,How to Train Your Dragon,How to Train Your Dragon,2010-03-18,165000000.0,495141736.0,330141736.0,3.0009,98.0,7.851,13727.0,18.862,"Fantasy, Adventure, Animation, Family","friendship, ship, blacksmith, island, based on novel or book, flying, arena, village, affectation, villain, training, ignorance, vikings (norsemen), forest, flight, nest, dragon, battle, combat, nostalgic, well, warrior, pets, philosophical, reflective, wonder, loving, playful, serene, lighthearted, intimate, sentimental, witty, hilarious, romantic, whimsical, admiring, adoring, amused, awestruck, celebratory, cheerful, comforting, compassionate, empathetic, enthusiastic, euphoric, excited, familiar, gentle, hopeful, optimistic, powerful, sincere, sympathetic, vibrant",Released,en,tt0892769,http://www.howtotrainyourdragon.com/,True,
230,Into the Wild,2007.0,5915.0,Into the Wild,Into the Wild,2007-09-21,15000000.0,56255142.0,41255142.0,3.7503,148.0,7.797,9775.0,4.9403,"Adventure, Drama","parent child relationship, self-discovery, camping, wilderness, biography, based on true story, road trip, alaska, starvation, journey, bold",Released,en,tt0758758,,True,
231,No Country for Old Men,2007.0,6977.0,No Country for Old Men,No Country for Old Men,2007-06-13,25000000.0,171627166.0,146627166.0,6.8651,122.0,7.9,12587.0,15.5396,"Crime, Thriller, Western","vietnam veteran, sheriff, trailer park, based on novel or book, hitman, psychopath, drug trafficking, texas, motel, usa–mexico border, drug cartel, fate, desert, modern-day western, neo-western, tracking device, cold blooded killer, motel room, cartel, neo-noir, 1980s, philosophical, mexican cartel, drug deal, coin toss, human nature, captive bolt gun, western noir, horror western, faithful adaptation, distressing, harsh, powerful",Released,en,tt0477348,,True,
232,Lage Raho Munna Bhai,2006.0,21461.0,Lage Raho Munna Bhai,लगे रहो मुन्ना भाई,2006-09-01,1800000.0,31517561.0,29717561.0,17.5098,144.0,7.244,209.0,2.6353,"Comedy, Drama, Romance","historical figure, india",Released,hi,tt0456144,,True,
233,Million Dollar Baby,2004.0,70.0,Million Dollar Baby,Million Dollar Baby,2004-12-05,30000000.0,216763646.0,186763646.0,7.2255,132.0,7.955,9935.0,7.3295,Drama,"dying and death, transporter, strong woman, stroke of fate, advancement, sports, fight, suicide attempt, boxer, training, tragedy, female protagonist, brutality, boxing trainer, unlikely friendship, female boxing, knockout, euthanasia, determination, boxing",Released,en,tt0405159,http://www.milliondollarbaby-derfilm.de/,True,
234,Hotel Rwanda,2004.0,205.0,Hotel Rwanda,Hotel Rwanda,2004-12-22,17500000.0,38000000.0,20500000.0,2.1714,121.0,7.7,2975.0,3.6191,"Drama, History, War","rwanda, refugee, refugee camp, militia, rwandan genocide, murder, slaughter, dead body, atrocity, african, cruelty, genocide, united nations, death, angry, aggressive, desperate, malicious, cautionary, factual, antagonistic, authoritarian, callous, commanding, foreboding, ominous",Released,en,tt0395169,http://www.metrofilms.com/films/hotel-rwanda,True,
235,Taegukgi hwinalrimyeo,2004.0,11658.0,Tae Guk Gi: The Brotherhood of War,태극기 휘날리며,2004-02-05,1500000.0,0.0,,,148.0,7.99,723.0,3.2104,"Action, Adventure, Drama, History, War","brotherhood, korean war (1950-53), archaeologist, air raid, pyre, brother brother relationship, korean army, south korea, inter-korean relations",Released,ko,tt0386064,,True,
236,Before Sunset,2004.0,80.0,Before Sunset,Before Sunset,2004-06-16,2700000.0,15992615.0,13292615.0,5.9232,80.0,7.808,3551.0,3.4253,"Drama, Romance","journalist, talking, soulmates, walking, paris, france, bookshop, love of one's life, author, semi autobiographical",Released,en,tt0381681,https://www.warnerbros.com/movies/sunset,True,
237,Munna Bhai M.B.B.S.,2003.0,19625.0,Munna Bhai M.B.B.S.,मुन्ना भाई एम बी बी एस,2003-12-19,0.0,0.0,,,156.0,7.185,319.0,1.9956,"Comedy, Drama","medicine, hospital",Released,hi,tt0374887,,True,
238,Salinui chueok,2003.0,11423.0,Memories of Murder,살인의 추억,2003-04-25,2800000.0,26000000.0,23200000.0,9.2857,131.0,8.062,4165.0,8.1257,"Crime, Drama, Thriller","assassin, police brutality, rape, corruption, police, detective, investigation, victim, based on true story, based on play or musical, murder, serial killer, torture, brutality, killer, neo-noir, 1980s, south korea",Released,ko,tt0353969,http://www.memoriesofmurder.com/,True,
239,Dil Chahta Hai,2001.0,14752.0,Dil Chahta Hai,दिल चाहता है,2001-07-24,2079000.0,4099000.0,2020000.0,1.9716,183.0,6.839,305.0,2.2207,"Drama, Romance",urban life,Released,hi,tt0292490,,True,
240,Kill Bill: Vol. 1,2003.0,24.0,Kill Bill: Vol. 1,Kill Bill: Vol. 1,2003-10-10,30000000.0,180906076.0,150906076.0,6.0302,111.0,8.0,18090.0,12.2041,"Action, Crime","martial arts, japan, kung fu, showdown, coma, sword, asia, yakuza, bride, sword fight, revenge, vigilante, female yakuza, animated scene, wedding, samurai sword, eye patch, retribution, somber, pessimistic",Released,en,tt0266697,http://www.miramax.com/movie/kill-bill-volume-1,True,
241,Finding Nemo,2003.0,12.0,Finding Nemo,Finding Nemo,2003-05-30,94000000.0,940335536.0,846335536.0,10.0036,100.0,7.817,19869.0,15.4808,"Animation, Family","fish, sydney, australia, parent child relationship, anthropomorphism, harbor, underwater, shark, pelican, fish tank, great barrier reef, sea turtle, missing child, aftercreditsstinger, duringcreditsstinger, short-term memory loss, clownfish, father son reunion, protective father, melodramatic",Released,en,tt0266543,http://movies.disney.com/finding-nemo,True,
242,Catch Me If You Can,2002.0,640.0,Catch Me If You Can,Catch Me If You Can,2002-12-16,52000000.0,352114312.0,300114312.0,6.7714,141.0,7.979,16297.0,13.9576,"Drama, Crime","fbi, con man, biography, based on true story, con artist, attempted jailbreak, engagement party, mislaid trust, christmas, bank fraud, conman, fraudster",Released,en,tt0264464,,True,
243,Amores perros,2000.0,55.0,Amores Perros,Amores perros,2000-06-16,2000000.0,20908467.0,18908467.0,10.4542,154.0,7.63,2735.0,3.015,"Drama, Thriller","daughter, secret love, homeless person, mexico city, mexico, money, dog fighting, dog, nonlinear timeline, multiple storylines, new mexican cinema, commanding",Released,es,tt0245712,,True,
244,"Monsters, Inc.",2001.0,585.0,"Monsters, Inc.","Monsters, Inc.",2001-11-01,115000000.0,579700000.0,464700000.0,5.0409,92.0,7.846,19067.0,21.8205,"Animation, Comedy, Family","monster, panic, cheating, kidnapping, door, infant, villain, portal, rivalry, energy supply, friends, hijinks, best friend, chameleon, family, parallel world, conveyor belt, duringcreditsstinger, villain arrested, invisibility, energy company, conspirators",Released,en,tt0198781,http://movies.disney.com/monsters-inc,True,
245,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997.0,18491.0,Neon Genesis Evangelion: The End of Evangelion,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,1997-07-19,0.0,20563523.0,,,87.0,8.27,1716.0,6.9783,"Animation, Science Fiction, Action, Drama","philosophy, insanity, post-apocalyptic future, futuristic, end of the world, mecha, avant-garde, meaningless existence, rebirth, anime, philosophical, psychological terror, complex, anxious, based on tv series, introspective, existential horror, alternate ending, inspirational, experimental surrealism, intense, distressing, sincere, sympathetic",Released,ja,tt0169858,https://gkids.com/films/end-of-evangelion,True,
246,Lagaan: Once Upon a Time in India,2001.0,19666.0,Lagaan: Once Upon a Time in India,लगान,2001-06-15,5200000.0,8100000.0,2900000.0,1.5577,224.0,7.249,597.0,3.8748,"Adventure, Drama, History","countryside, sports, patriotism, village, musical, challenge, cricket, taxes, based on true story, period drama, colonialism, british colonial, arrogance, untouchable, caste system, drought, 19th century, british raj, gujarati",Released,hi,tt0169102,,True,
247,The Sixth Sense,1999.0,745.0,The Sixth Sense,The Sixth Sense,1999-08-06,40000000.0,672800000.0,632800000.0,16.82,107.0,7.951,12210.0,13.6866,"Mystery, Thriller, Drama","dying and death, child abuse, philadelphia, pennsylvania, sense of guilt, afterlife, marriage crisis, loss of loved one, confidence, psychology, paranormal phenomena, single, psychological thriller, cowardliness, single mother, school play, ghost, kids, spiritism, ghost child, supernatural thriller",Released,en,tt0167404,,True,
248,La leggenda del pianista sull'oceano,1998.0,10376.0,The Legend of 1900,La leggenda del pianista sull'oceano,1998-10-28,9000000.0,21057208.0,12057208.0,2.3397,170.0,8.3,2342.0,2.9748,"Drama, Music","ship, ocean, musical, pianistin, child prodigy, fondling",Released,it,tt0120731,,True,
249,The Truman Show,1998.0,37165.0,The Truman Show,The Truman Show,1998-06-04,60000000.0,264118712.0,204118712.0,4.402,103.0,8.149,19236.0,13.3478,"Comedy, Drama","escape, paranoia, dystopia, suspicion, video surveillance, deception, hidden camera, simulated reality , television producer, tv show in film, make believe, actor, tv show, allegory of the cave",Released,en,tt0120382,,True,
250,"Crna macka, beli macor",1998.0,1075.0,"Black Cat, White Cat","Crna mačka, beli mačor",1998-06-01,0.0,0.0,,,127.0,7.662,772.0,1.9031,"Comedy, Romance, Crime","sibling relationship, gypsy, parent child relationship, grandparent grandchild relationship, black market, unexpected happiness, superstition, bathing, bad luck, gypsy music, teacher, debt, best friend, anarchic comedy, casamento, barco, gato, ciganos",Released,sr,tt0118843,,True,
