row_index,query_title,query_year,tmdb_id,matched_title,original_title,release_date,budget_usd,revenue_usd,profit_usd,revenue_to_budget_ratio,runtime_min,vote_average,vote_count,popularity,genres,keywords,status,original_language,imdb_id,homepage,found,_error
142,El secreto de sus ojos,2009.0,25376.0,The Secret in Their Eyes,El secreto de sus ojos,2009-08-13,2000000.0,33965843.0,31965843.0,16.9829,130.0,8.0,2679.0,3.4811,"Mystery, Thriller, Drama, Romance","rape, police, kidnapping, homicide, writing, investigation, partner, murder, tension, argentina, justice, legal drama, secret, cine argentino",Released,es,tt1305806,http://www.elsecretodesusojos.com,True,
143,Warrior,2011.0,59440.0,Warrior,Warrior,2011-09-09,25000000.0,23300000.0,-1700000.0,0.932,140.0,7.844,4770.0,6.4482,"Drama, Action","bank, training, beating, mixed martial arts (mma), teacher, muscleman, combat, alcoholic, gym, exercise, pittsburgh, pennsylvania, intense, complicated, familiar",Released,en,tt1291584,,True,
144,Shutter Island,2010.0,11324.0,Shutter Island,Shutter Island,2010-02-14,80000000.0,294804195.0,214804195.0,3.6851,138.0,8.201,24812.0,19.9689,"Drama, Thriller, Mystery","island, based on novel or book, hurricane, investigation, u.s. marshal, conspiracy theory, psychiatric hospital, psychological thriller, whodunit, neo-noir, 1950s, dreary, baffled",Released,en,tt1130884,http://www.shutterisland.com/,True,
145,Up,2009.0,14160.0,Up,Up,2009-05-28,175000000.0,735103954.0,560103954.0,4.2006,96.0,7.958,20898.0,16.4401,"Animation, Comedy, Family, Adventure","central and south america, age difference, villain, balloon, travel, dog, duringcreditsstinger, pets, exploring, senior",Released,en,tt1049413,http://disney.go.com/disneypictures/up/,True,
146,The Wolf of Wall Street,2013.0,106646.0,The Wolf of Wall Street,The Wolf of Wall Street,2013-12-25,100000000.0,407038432.0,307038432.0,4.0704,180.0,8.0,24912.0,19.1448,"Crime, Drama, Comedy","corruption, based on novel or book, drug addiction, anti hero, con man, fraud, wall street, based on true story, rise and fall, con artist, money, stockbroker, wealthy, drugs, cynical, stripping, hedonism, decadence, taunting, corrupt, shocking, 1980s, sharemarket fraud, desire for fame, financial market, fame-seeking, black monday, cautionary, hilarious, audacious, callous, disrespectful, based on real person",Released,en,tt0993846,http://www.thewolfofwallstreet.com/,True,
147,Chak De! India,2007.0,14163.0,Chak De! India,चकदे! इंडिया,2007-08-09,6300000.0,40000000.0,33700000.0,6.3492,148.0,7.2,342.0,2.3495,Drama,"sports, coach, field hockey",Released,hi,tt0871510,http://www.yashrajfilms.com/microsites/cdi/cdi.html,True,
148,There Will Be Blood,2007.0,7345.0,There Will Be Blood,There Will Be Blood,2007-12-26,25000000.0,77208711.0,52208711.0,3.0883,158.0,8.074,6948.0,11.0945,Drama,"california, petrol, sibling relationship, based on novel or book, capitalism, pastor, deaf-mute, greed, american dream, narcissism, fanatic, father, baptism, misanthrophy, money, oil, religion, impostor, church, alcoholic, oil industry, child abandonment, character study, zealot, bowling alley, sign languages, oil field, turn of the century, 19th century, adopted son, 1900s, personality change, pipeline, 20th century, 1890s, surdez",Released,en,tt0469494,https://www.paramountmovies.com/movies/there-will-be-blood,True,
149,Pan's Labyrinth,2006.0,1417.0,Pan's Labyrinth,El laberinto del fauno,2006-10-11,19000000.0,83258226.0,64258226.0,4.382,118.0,7.755,10949.0,12.4059,"Fantasy, Drama, War","princess, army, fairy tale, resistance, servant, anti hero, franco regime (francoism), woods, cruelty, hiding, labyrinth, magic realism, dark fairy tale, children in wartime, post spanish civil war, faun, gloomy",Released,es,tt0457430,https://www.warnerbros.com/movies/pans-labyrinth,True,
150,Toy Story 3,2010.0,10193.0,Toy Story 3,Toy Story 3,2010-06-16,200000000.0,1067316101.0,867316101.0,5.3366,103.0,7.8,15134.0,15.5068,"Animation, Family, Comedy","escape, hostage, college, villain, sequel, buddy, daycare, teddy bear, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life",Released,en,tt0435761,http://disney.go.com/toystory/,True,
151,V for Vendetta,2005.0,752.0,V for Vendetta,V for Vendetta,2006-02-23,54000000.0,134686457.0,80686457.0,2.4942,132.0,7.899,14965.0,11.871,"Action, Thriller, Science Fiction","government, detective, revolution, dystopia, fascism, fascist, chancellor, based on comic, revenge, torture, hatred, masked vigilante, vengeful spirit, activist, vengeful, antagonistic, powerful",Released,en,tt0434409,http://vforvendetta.warnerbros.com/,True,
152,Rang De Basanti,2006.0,7913.0,Rang De Basanti,रंग दे बसंती,2006-01-26,2200000.0,11502151.0,9302151.0,5.2283,157.0,7.087,464.0,2.703,"Comedy, Drama, History, Romance","students' movement, patriotism, war of independence, coming of age, celebration, corrupt politician, indian freedom struggle",Released,hi,tt0405508,,True,
153,Black,2005.0,31977.0,Black,Black,2005-02-04,2652377.0,8029469.0,5377092.0,3.0273,124.0,7.7,215.0,2.0022,Drama,"deaf, tale, teacher, mute, blind, teacher student relationship, ray of light",Released,hi,tt0375611,https://www.netflix.com/watch/70031975,True,
154,Batman Begins,2005.0,272.0,Batman Begins,Batman Begins,2005-06-10,150000000.0,374218673.0,224218673.0,2.4948,140.0,7.716,21740.0,16.2118,"Drama, Crime, Action","martial arts, undercover, loss of loved one, secret identity, crime fighter, superhero, based on comic, rivalry, ninja, vigilante, tragic hero, super power, haunted by the past, evil doctor, master villain, unfulfilled love, inspirational",Released,en,tt0372784,https://www.warnerbros.com/movies/batman-begins/,True,
155,"Swades: We, the People",2004.0,15774.0,Swades,स्वदेस,2004-12-17,2900000.0,4800000.0,1900000.0,1.6552,195.0,7.278,343.0,1.9627,Drama,"nasa, social issues, inspirational",Released,hi,tt0367110,,True,
156,Der Untergang,2004.0,613.0,Downfall,Der Untergang,2004-09-16,16000000.0,92181574.0,76181574.0,5.7613,155.0,7.9,4040.0,5.2154,"Drama, History, War","dying and death, based on novel or book, nazi, clerk, dictator, poison, despair, traitor, world war ii, bunker, destroy, testament, capitulation, soviet military, race politics, national socialism, ideology, minister, national socialist party, historical figure, german shepherd, 1940s, adolf hitler",Released,de,tt0363163,,True,
157,Hauru no ugoku shiro,2004.0,4935.0,Howl's Moving Castle,ハウルの動く城,2004-09-09,24000000.0,236049757.0,212049757.0,9.8354,119.0,8.397,10476.0,14.6665,"Fantasy, Animation, Adventure","witch, flying, rain, castle, scarecrow, body exchange, hatter, bakery, curse, steampunk, demon, anime, based on young adult novel, fantasy, adventure, vibrant",Released,ja,tt0347149,,True,
158,A Beautiful Mind,2001.0,453.0,A Beautiful Mind,A Beautiful Mind,2001-12-14,58000000.0,316791257.0,258791257.0,5.4619,135.0,7.855,10594.0,7.4463,"Drama, Romance","schizophrenia, based on novel or book, love of one's life, self-discovery, professor, paranoia, mathematics, massachusetts, mathematician, economic theory, princeton university, nobel prize, mathematical theorem, delusion, genius, harvard university, based on true story, code breaking, paranoid, cryptography, math genius, dramatic, intense, based on real person, biographical drama, math professor",Released,en,tt0268978,https://www.uphe.com/movies/a-beautiful-mind,True,
159,Hera Pheri,2000.0,21614.0,Hera Pheri,Hera Pheri,2000-03-31,1666000.0,4755000.0,3089000.0,2.8541,156.0,6.969,274.0,0.7824,"Comedy, Crime",,Released,hi,tt0242519,,True,
160,"Lock, Stock and Two Smoking Barrels",1998.0,100.0,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",1998-08-28,1350000.0,28356188.0,27006188.0,21.0046,105.0,8.109,6848.0,2.5874,"Comedy, Crime","ambush, joint, alcohol, shotgun, tea, machismo, rifle, cocktail, pot smoking, marijuana, hatchet, antique, cardsharp, anger, carjacking, piano, strip show, high stakes",Released,en,tt0120735,http://www.universalstudiosentertainment.com/lock-stock-and-two-smoking-barrels/,True,
161,L.A. Confidential,1997.0,2118.0,L.A. Confidential,L.A. Confidential,1997-09-19,35000000.0,126216940.0,91216940.0,3.6062,138.0,7.801,5207.0,7.1501,"Crime, Mystery, Thriller, Drama","corruption, based on novel or book, call girl, shotgun, detective, femme fatale, domestic violence, whodunit, corpse, district attorney, movie star, good cop bad cop, angry, aggressive, neo-noir, zealous, 1950s, vindictive, admiring, approving, vibrant",Released,en,tt0119488,,True,
162,Eskiya,1996.0,26900.0,The Bandit,Eşkıya,1996-11-29,0.0,0.0,,,128.0,7.3,334.0,1.4777,"Crime, Drama, Thriller",,Released,tr,tt0116231,,True,
163,Heat,1995.0,949.0,Heat,Heat,1995-12-15,60000000.0,187400000.0,127400000.0,3.1233,170.0,7.9,7757.0,13.1772,"Crime, Drama, Action","robbery, chase, obsession, detective, heist, thief, honor, murder, betrayal, gang, los angeles, california, cat and mouse, bank robbery, criminal mastermind, cynical, ex-con, one last job, loner, bank job, neo-noir, crime epic, tense, antagonistic, audacious, bold",Released,en,tt0113277,https://www.20thcenturystudios.com/movies/heat,True,
164,Casino,1995.0,524.0,Casino,Casino,1995-11-22,50000000.0,116112375.0,66112375.0,2.3222,179.0,7.997,6154.0,8.7353,"Crime, Drama","drug abuse, casino, based on novel or book, poker, italian american, gambling, 1970s, fbi, pimp, greed, cocaine, overdose, marriage, car bomb, rise and fall, money, murder, organized crime, mafia, jewish american, las vegas, desert, safe deposit box, 1980s, dramatic, brutal violence, fbi surveillance",Released,en,tt0112641,,True,
165,Andaz Apna Apna,1994.0,58128.0,Andaz Apna Apna,अंदाज़ अपना अपना,1994-04-11,0.0,0.0,,,160.0,6.709,227.0,1.9882,"Comedy, Romance, Family","romantic rivalry, laxative",Released,hi,tt0109117,,True,
166,Unforgiven,1992.0,33.0,Unforgiven,Unforgiven,1992-08-07,14400000.0,159157447.0,144757447.0,11.0526,130.0,7.914,4664.0,5.6659,Western,"prostitute, sheriff, right and justice, regret, wyoming, usa, kansas, usa, revenge, mutilation, one last job, reputation, 19th century, englishman, pig farmer, prostituição, vingança, matador de aluguel",Released,en,tt0105695,,True,
167,Indiana Jones and the Last Crusade,1989.0,89.0,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,1989-05-24,48000000.0,474171806.0,426171806.0,9.8786,127.0,7.8,10585.0,8.8987,"Adventure, Action","saving the world, nazi, holy grail, venice, italy, entrapment, crusader, germany, riddle, brotherhood, zeppelin, tank, book burning, nazi officer, boat chase, gestapo, single father, traveling circus, archaeologist, bible quote, medieval, boy scouts, german soldier, motorcycle chase, hindenburg, german agent, 1930s, biblical archaeology, father son relationship, adolf hitler, knights templar, nazi germany, the crusades, joyous",Released,en,tt0097576,http://www.indianajones.com/crusade,True,
168,Dom za vesanje,1988.0,20123.0,Time of the Gypsies,Dom za vešanje,1988-12-21,0.0,0.0,,,142.0,7.6,405.0,2.8825,"Drama, Comedy, Crime, Fantasy","gypsy, paranormal phenomena, telekinesis, anarchic comedy, introspective",Released,sh,tt0097223,,True,
169,Tonari no Totoro,1988.0,8392.0,My Neighbor Totoro,となりのトトロ,1988-04-16,3700000.0,41000000.0,37300000.0,11.0811,86.0,8.1,8369.0,11.8603,"Fantasy, Animation, Family","mother, sibling relationship, village, leave, rural area, hospital, new neighbor, new home, super power, magical creature, anime",Released,ja,tt0096283,https://gkids.com/films/my-neighbor-totoro,True,
170,Die Hard,1988.0,562.0,Die Hard,Die Hard,1988-07-15,28000000.0,140767956.0,112767956.0,5.0274,132.0,7.8,11642.0,11.5635,"Action, Thriller","husband wife relationship, based on novel or book, s.w.a.t., fbi, christmas party, vault, heist, murder, shootout, los angeles, california, terrorism, one man army, explosion, police officer, hostage negotiator, one night, lapd, aggressive, christmas, 1980s, action hero, german, hostages, heist thriller, patrol officer, furious, high octane, intense, commanding, defiant, euphoric",Released,en,tt0095016,https://www.foxmovies.com/movies/die-hard,True,
171,Ran,1985.0,11645.0,Ran,乱,1985-06-01,12000000.0,23334156.0,11334156.0,1.9445,160.0,8.054,1665.0,6.6193,"Action, Drama, History","epic, assassination, kingdom, gun, greed, castle, heir to the throne, revenge, descent into madness, historical fiction, seppuku, inheritance fight, ruins, jidaigeki, historical drama, king lear, feudal japan, black widow, somber, hopelessness, dramatic, tragic",Released,ja,tt0089881,https://www.rialtopictures.com/catalogue/ran,True,
172,Raging Bull,1980.0,1578.0,Raging Bull,Raging Bull,1980-11-14,18000000.0,23380203.0,5380203.0,1.2989,129.0,7.9,4509.0,6.3783,Drama,"jealousy, transporter, sports, brother, paranoia, violent husband, boxer, biography, fistfight, broken nose, domestic violence, black and white, over-the-hill fighter, boxing, dreary, depressing, audacious, harsh, melodramatic, tragic",Released,en,tt0081398,,True,
173,Stalker,1979.0,1398.0,Stalker,Сталкер,1979-05-25,120000.0,0.0,,,162.0,8.112,2344.0,4.9502,"Science Fiction, Drama","based on novel or book, guard, wish, stalker, alien, strugatsky, writer, soldier, existentialism, zone, beautifully filmed, escritor",Released,ru,tt0079944,,True,
174,Höstsonaten,1978.0,12761.0,Autumn Sonata,Höstsonaten,1978-10-08,0.0,0.0,,,93.0,8.0,645.0,1.9515,Drama,"loss of loved one, marriage, pianist, invalid, mother daughter reunion, mother daughter relationship, introspective, intimate, dramatic, intense, depressing",Released,sv,tt0077711,,True,
175,The Message,1976.0,881210.0,The Message,الرسالة,1976-07-30,0.0,0.0,,,206.0,8.7,37.0,1.0163,"History, Drama","islam, religion, mahomet (saw)",Released,ar,tt0075143,,True,
176,Sholay,1975.0,12259.0,Sholay,शोले,1975-08-15,408000.0,4800000.0,4392000.0,11.7647,210.0,7.0,286.0,2.5181,Action,"police, fight, village, bandit",Released,hi,tt0073707,,True,
177,Monty Python and the Holy Grail,1975.0,762.0,Monty Python and the Holy Grail,Monty Python and the Holy Grail,1975-04-03,400000.0,5763644.0,5363644.0,14.4091,91.0,7.805,6064.0,8.4494,"Adventure, Comedy, Fantasy","holy grail, swordplay, england, monk, wedding reception, scotland yard, animal attack, camelot, round table, chapter, satire, parody, breaking the fourth wall, knight, king arthur, knights of the round table, candid, 10th century, anarchic comedy, mischievous, playful, hilarious, joyful, shaggy dog story",Released,en,tt0071853,https://www.sonypictures.com/movies/montypythonandtheholygrail,True,
178,The Great Escape,1963.0,5925.0,The Great Escape,The Great Escape,1963-07-03,4000000.0,11700000.0,7700000.0,2.925,173.0,7.943,2671.0,7.2197,"Adventure, Drama, War","prison, epic, uniform, swastika, prisoner, based on novel or book, nazi, escape, optimism, freedom, machinegun, switzerland, shower, dystopia, baseball, world war ii, prisoner of war, claustrophobia, attempt to escape, barbed wire, based on true story, prison guard, prison escape, tragedy, solitary confinement, motorcycle, alps mountains, british officer, 1940s, luftwaffe, soldiers",Released,en,tt0057115,,True,
179,To Kill a Mockingbird,1962.0,595.0,To Kill a Mockingbird,To Kill a Mockingbird,1962-12-20,2000000.0,13129846.0,11129846.0,6.5649,129.0,7.99,2717.0,3.6865,Drama,"right and justice, rape, sibling relationship, based on novel or book, court case, court, isolation, becoming an adult, falsely accused, arbitrary law, alabama, socially deprived family, defence, tree house, farm worker, intolerance, exclusion, trial, racism, injustice, kids, 1930s, courtroom drama, desperate, based on young adult novel, dramatic, compassionate, empathetic",Released,en,tt0056592,https://uphe.com/movies/to-kill-a-mockingbird,True,
180,Yôjinbô,1961.0,11878.0,Yojimbo,用心棒,1961-04-25,0.0,0.0,,,110.0,8.095,1565.0,3.1384,"Drama, Thriller","japan, samurai, swordplay, gambling, sword, bodyguard, black and white, fighting, family, intrigue, ronin, jidaigeki, revolver, edo period, feudal japan, 19th century, business rivalry, middleman, asian western, rivals, pitting ones enemy's against each other",Released,ja,tt0055630,,True,
181,Judgment at Nuremberg,1961.0,821.0,Judgment at Nuremberg,Judgment at Nuremberg,1961-12-18,3000000.0,10000000.0,7000000.0,3.3333,191.0,8.027,859.0,3.34,"Drama, History","right and justice, nazi, court case, judge, concentration camp, world war ii, national socialism, national socialist party, nuremberg trials, trial, nuremberg, germany, black and white, courtroom drama",Released,en,tt0055031,,True,
182,Some Like It Hot,1959.0,239.0,Some Like It Hot,Some Like It Hot,1959-03-19,2883848.0,25000000.0,22116152.0,8.669,122.0,8.097,3655.0,6.6407,"Comedy, Romance, Crime","chicago, illinois, florida, transvestism, musician, witness, fake identity, deception, mafia, cross dressing, black and white, train, buddy, screwball comedy, spats, all girl band, st. valentine's day massacre, valentine's day, dressing, sex comedy, double identity, south florida",Released,en,tt0053291,,True,
183,Smultronstället,1957.0,614.0,Wild Strawberries,Smultronstället,1957-08-28,0.0,0.0,,,91.0,8.105,1710.0,2.6672,Drama,"adultery, dreams, nightmare, faith, identity, professor, journey in the past, aging, road trip, kids, acceptance",Released,sv,tt0050986,,True,
184,Det sjunde inseglet,1957.0,490.0,The Seventh Seal,Det sjunde inseglet,1957-02-16,150000.0,311212.0,161212.0,2.0747,96.0,8.178,3157.0,3.6162,"Fantasy, Drama","witch, dying and death, blacksmith, chess, countryside, allegory, crusade, artist, juggler, witch burning, last judgment, symbolism, sense of life, matter of life and death, grim reaper, black and white, demon, belief in god, middle ages (476-1453), meaning of life, virgin mary, black death, playing chess, death personified, death incarnate, life teacher, metaphysical, 14th century, seeking a god, relaxed, metaphysical drama, metaphysics, mysticism, kabbalah, spiritism, the virgin mary",Released,sv,tt0050976,,True,
185,Du rififi chez les hommes,1955.0,934.0,Rififi,Du rififi chez les hommes,1955-04-13,200000.0,460000.0,260000.0,2.3,118.0,7.786,596.0,0.8842,"Crime, Thriller, Drama","paris, france, italian, jewelry, nightclub, safe, heist, burglary, black and white, newspaper stand, silhouetted dancer, tuberculosis, cleaner",Released,fr,tt0048021,,True,
186,Dial M for Murder,1954.0,521.0,Dial M for Murder,Dial M for Murder,1954-05-29,1400000.0,3000000.0,1600000.0,2.1429,105.0,8.014,2713.0,2.6979,"Thriller, Crime","adultery, london, england, jealousy, blackmail, detective, tennis player, marriage, letter, love, murder, theft, husband, murder plot, crime fiction writer, keys",Released,en,tt0046912,,True,
187,Tôkyô monogatari,1953.0,18148.0,Tokyo Story,東京物語,1953-11-03,0.0,0.0,,,137.0,8.2,1140.0,2.71,Drama,"fish, beach, dreams, baby, coma, parent child relationship, peace, boat, cake, office, baseball, classroom, class, lantern, lie, marriage, tea, ambition, retirement, swing, family relationships, teacher, old man, honor, school, tokyo, japan, black and white, complicated relationships, interpersonal relationships, shōwa era (1926-89)",Released,ja,tt0046438,,True,
188,Rashômon,1950.0,548.0,Rashomon,羅生門,1950-08-26,250000.0,117668.0,-132332.0,0.4707,88.0,8.1,2363.0,4.511,"Crime, Drama, Mystery","dying and death, japan, samurai, rape, court case, court, truth, rain, woodcutter, subjectivity, medium, sunlight, black and white, criminal, based on short story, multiple perspectives, jidaigeki, philosophical, witness account, heian period, rashomon effect",Released,ja,tt0042876,,True,
189,All About Eve,1950.0,705.0,All About Eve,All About Eve,1950-11-09,1400000.0,8400000.0,7000000.0,6.0,139.0,8.075,1599.0,2.265,Drama,"playwright, hollywood, black and white, relationship, insecurity, broadway, based on short story, broadway star, manipulative woman, stage struck, homewrecker",Released,en,tt0042192,,True,
190,The Treasure of the Sierra Madre,1948.0,3090.0,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,1948-01-15,3800000.0,4307000.0,507000.0,1.1334,126.0,7.95,1257.0,5.2536,"Adventure, Drama, Western","gold, mexico, based on novel or book, greed, gold rush, gold mine, friends, money, american, bandit, prospector, 1920s",Released,en,tt0040897,,True,
191,To Be or Not to Be,1942.0,198.0,To Be or Not to Be,To Be or Not to Be,1942-03-06,1200000.0,1500000.0,300000.0,1.25,99.0,7.825,779.0,2.3364,"Comedy, War, Romance","infidelity, london, england, airplane, nazi, love triangle, espionage, warsaw ghetto, jewish ghetto, polish resistance, parachuting, military officer, world war ii, dark comedy, black and white, adolf hitler, gay theme, theater",Released,en,tt0035446,,True,
192,The Gold Rush,1925.0,962.0,The Gold Rush,The Gold Rush,1925-07-13,923000.0,4000000.0,3077000.0,4.3337,95.0,7.985,1698.0,2.6754,"Adventure, Comedy, Drama","dance, worker, gold, river, thanksgiving, gold rush, love, alaska, cabin, black and white, silent film, klondike, dance hall",Released,en,tt0015864,,True,
193,Sherlock Jr.,1924.0,992.0,Sherlock Jr.,Sherlock Jr.,1924-04-17,0.0,0.0,,,45.0,8.1,1070.0,2.1956,"Action, Comedy, Mystery","pickpocket, amateur detective, slapstick comedy, jungle, black and white, motorcycle, false accusations, silent film, projectionist, booby trap, handkerchief, magnifying glass, railyard, banana peel, pearls",Released,en,tt0015324,,True,
194,Portrait de la jeune fille en feu,2019.0,531428.0,Portrait of a Lady on Fire,Portrait de la jeune fille en feu,2019-09-18,5740000.0,9923127.0,4183127.0,1.7288,121.0,8.117,2749.0,7.0502,"Drama, Romance, History","island, fire, beach, arranged marriage, classical music, painting, painter, greek mythology, lesbian relationship, person on fire, period drama, lesbian sex, portrait, lgbt, 18th century, woman director, abortion, portrait drawing, posing for a portrait, women gathering, women in film, walk, painting lesson, symphony orchestra, lesbian, serene, woman falls in love, intimate, vivaldi, women",Released,fr,tt8613070,https://mk2films.com/en/film/portrait-of-a-lady-on-fire/,True,
195,Pink,2016.0,415358.0,Pink,पिंक,2016-09-16,75000000.0,15020702.0,-59979298.0,0.2003,136.0,7.405,222.0,2.268,"Drama, Thriller","trial, lawyer, false accusations, attempted rape, courtroom, intimidation, social thriller, courtroom drama",Released,hi,tt5571734,,True,
196,Koe no katachi,2016.0,378064.0,A Silent Voice: The Movie,映画 聲の形,2016-09-17,0.0,30819442.0,,,129.0,8.384,4198.0,10.0075,"Animation, Drama, Romance","high school, friendship, suicide, suicide attempt, deaf, bullying, coming of age, school, based on manga, adult animation, woman director, sign languages, shounen, anime, social anxiety, japanese high school, japanese school, inspirational, intense, awestruck",Released,ja,tt5323662,http://asilentvoice.com.au/,True,
197,Contratiempo,2016.0,411088.0,The Invisible Guest,Contratiempo,2017-01-06,4000000.0,30000000.0,26000000.0,7.5,107.0,8.089,4739.0,8.1397,"Drama, Mystery, Thriller","barcelona, spain, businessman, falsely accused, manipulative lover, unreliable narrator, grieving father, accused of murder, mountain resort, locked room mystery, suspenseful",Released,es,tt4857264,https://www.filmfactoryentertainment.com/films/the-invisible-guest,True,
198,Ah-ga-ssi,2016.0,290098.0,The Handmaiden,아가씨,2016-06-01,8575000.0,38600000.0,30025000.0,4.5015,145.0,8.2,4007.0,17.9492,"Thriller, Drama, Romance","jealousy, based on novel or book, library, pickpocket, con man, swindler, lesbian relationship, mansion, lust, lgbt, noblewoman, shocking, erotic thriller, con woman, 1930s, lady's maid, handmade, seducer, japanese occupation of korea, lesbian, girls love, amused, excited",Released,ko,tt4016934,,True,
199,Mommy,2014.0,265177.0,Mommy,Mommy,2014-09-19,4900000.0,3494070.0,-1405930.0,0.7131,138.0,8.225,2774.0,2.0241,Drama,"canada, parent child relationship, karaoke, quebec, dysfunctional family, coming of age, single mother, juvenile delinquent, mental illness, dream sequence, institutionalization, oedipus complex, behavioral disorders, mother son relationship",Released,fr,tt3612616,http://mommythemovie.com/,True,
200,Haider,2014.0,280795.0,Haider,हैदर,2014-10-02,7000000.0,11500000.0,4500000.0,1.6429,150.0,7.2,233.0,2.0984,"Crime, Drama","death of father, revenge, kashmir conflict, hamlet, avenge",Released,hi,tt3390572,,True,
201,Logan,2017.0,263115.0,Logan,Logan,2017-02-28,97000000.0,619021436.0,522021436.0,6.3817,137.0,7.82,19787.0,11.9739,"Action, Drama, Science Fiction","future, experiment, immortality, self-destruction, cyborg, dystopia, superhero, mutant, road trip, based on comic, sequel, super power, neo-western, troubled past, aging superhero, life on the margin, antagonistic, dignified",Released,en,tt3315342,https://www.20thcenturystudios.com/movies/logan,True,
202,Room,2015.0,264644.0,Room,Room,2015-10-16,13000000.0,35401758.0,22401758.0,2.7232,118.0,8.001,9411.0,5.336,"Drama, Thriller","based on novel or book, escape, isolation, carpet, kidnapping, imprisonment, grandparents, hospital, dog, captive, children's perspectives, skylight, complex, mother son relationship, depressing",Released,en,tt3170832,https://a24films.com/films/room,True,
203,Relatos salvajes,2014.0,265195.0,Wild Tales,Relatos salvajes,2014-08-21,4000000.0,31478893.0,27478893.0,7.8697,122.0,7.9,3542.0,2.9068,"Drama, Thriller, Comedy","dark comedy, anthology, revenge, wedding party, road rage, multiple storylines, intense, antagonistic, audacious",Released,es,tt3011894,,True,
204,Soul,2020.0,508442.0,Soul,Soul,2020-12-25,150000000.0,121977511.0,-28022489.0,0.8132,101.0,8.105,10905.0,11.5007,"Animation, Family, Comedy, Fantasy","new york city, jazz, musician, cat, self-discovery, jazz singer or musician, teacher, aftercreditsstinger, duringcreditsstinger, life after death, thoughtful",Released,en,tt2948372,https://www.disneyplus.com/movies/soul/77zlWrb9vRYp,True,
205,Kis Uykusu,2014.0,265169.0,Winter Sleep,Kış Uykusu,2014-06-13,0.0,4018705.0,,,196.0,7.529,582.0,1.1194,Drama,"hotel, husband wife relationship, retirement, rural area, writer, anatolia, turkey",Released,tr,tt2758880,,True,
206,PK,2014.0,297222.0,PK,पीके,2014-12-18,13000000.0,118920000.0,105920000.0,9.1477,153.0,7.7,1054.0,3.523,"Comedy, Drama, Science Fiction","friendship, society, christianity, hinduism, islam, satire, alien, love, religion, sociology, belief in god, islamophobia, pakistan vs india, sikhism, jainism, religious satire",Released,hi,tt2338151,,True,
207,OMG: Oh My God!,2012.0,135718.0,OMG: Oh My God!,ओएमजी - ओ माय गॉड!,2012-09-28,2500000.0,19000000.0,16500000.0,7.6,125.0,7.222,263.0,1.7333,"Comedy, Drama, Fantasy","superstition, based on play or musical, lawsuit, remake, courtroom, atheism, hindu mythology, faith vs atheism, religious satire",Released,hi,tt2283748,,True,
208,The Grand Budapest Hotel,2014.0,120467.0,The Grand Budapest Hotel,The Grand Budapest Hotel,2014-02-26,30000000.0,174600318.0,144600318.0,5.82,100.0,8.037,15374.0,10.2068,"Comedy, Drama","hotel, painting, wartime, eastern europe, melancholy, author, gunfight, theft, nostalgic, bellboy, mentor protégé relationship, european, hotel lobby, renaissance painting, 1960s, 1930s, satirical, playful, whimsical, wry",Released,en,tt2278388,,True,
209,Gone Girl,2014.0,210577.0,Gone Girl,Gone Girl,2014-10-01,61000000.0,370890259.0,309890259.0,6.0802,149.0,7.89,19216.0,18.9876,"Mystery, Thriller, Drama","infidelity, based on novel or book, wife, marriage crisis, investigation, disappearance, psychological thriller, whodunit, blunt, missing person, psychotic, search party, criminal lawyer, detached, murder suspect, missing wife, satirical, perspective, manipulative woman, playful, killed during sex, irreverent, antagonistic, audacious, wry",Released,en,tt2267998,https://www.20thcenturystudios.com/movies/gone-girl,True,
210,Ôkami kodomo no Ame to Yuki,2012.0,110420.0,Wolf Children,おおかみこどもの雨と雪,2012-07-21,0.0,55262158.0,,,117.0,8.222,2365.0,5.0458,"Animation, Family, Drama, Fantasy","wolf, forest, death of father, growing up, rural area, werewolf, single mother, adult animation, werewolf child, farming community, farming, anime, mother son relationship, mother daughter relationship, brother sister relationship",Released,ja,tt2140203,https://gkids.com/films/wolf-children,True,
211,Hacksaw Ridge,2016.0,324786.0,Hacksaw Ridge,Hacksaw Ridge,2016-10-07,40000000.0,175302354.0,135302354.0,4.3826,139.0,8.2,14271.0,17.0528,"Drama, History, War","japan, hero, world war ii, abusive father, affectation, pacifism, bible, gore, vegetarian, biography, based on true story, okinawa, conscientious objector, religion, soldier, alcoholic, war hero, pacifist, medic, us military, battle of okinawa, congressional medal of honor, amused, combat medic, weaponless, seventh-day adventists",Released,en,tt2119532,https://www.lionsgate.com/movies/hacksaw-ridge,True,
212,Inside Out,2015.0,150540.0,Inside Out,Inside Out,2015-06-17,175000000.0,857611174.0,682611174.0,4.9006,95.0,7.91,22729.0,19.477,"Animation, Family, Adventure, Drama, Comedy","dreams, san francisco, california, minnesota, sadness, cartoon, disgust, ice hockey, imaginary friend, elementary school, family relationships, memory, fear, family, anger, unicorn, running away, duringcreditsstinger, emotions, joy",Released,en,tt2096673,http://movies.disney.com/inside-out,True,
